0,0,0,0,0,0,
4294967295,1,12,4294967284,2,4294967295,
4294966818,307,380,4294966714,305,4294967276,
4294965694,571,885,4294966247,565,4294967263,
4294965537,516,2136,4294966324,548,4294967263,
4294965538,4294967248,4068,4294966552,748,4294967250,
4294965544,4294967212,5294,4294966688,719,4294967250,
4294965537,4294967211,5654,4294966702,741,4294967240,
4294965024,4294966605,6542,4294966280,1562,4294966860,
4294964551,4294966493,6881,4294966275,1824,4294966831,
4294964551,4294966493,6881,4294966275,1827,4294966831,
4294964551,4294966493,6869,4294966275,1827,4294966831,
4294964528,4294966502,6869,4294966278,1844,4294966831,
4294964528,4294967095,6292,4294966366,1131,4294966833,
4294964528,141,6153,4294966380,941,4294966832,
4294964511,4294967225,6999,4294966424,1378,4294966826,
4294964614,4294966038,10399,4294966870,1734,4294966361,
4294964614,4294966038,10399,4294966872,1735,4294966361,
4294964614,4294966038,10377,4294966926,1770,4294966355,
4294964614,4294966038,10377,4294966928,1770,4294966355,
4294964613,4294966039,10377,4294966951,1780,4294966354,
4294964610,4294966039,10395,4294966976,1884,4294966346,
4294964606,4294966038,11259,4294966976,2105,4294966344,
4294964606,4294966038,11480,4294966980,2146,4294966344,
4294964606,4294966038,11479,4294967011,2148,4294966344,
4294964584,4294966046,11465,4294967047,2147,4294966345,
4294964467,4294966046,11465,4294967066,2163,4294966345,
4294964398,4294966046,11478,4294967090,2217,4294966345,
4294964268,4294966046,11479,4294967112,2242,4294966345,
4294964118,4294966049,11478,4294967129,2253,4294966344,
4294963516,4294966830,10879,4294967127,1528,4294965848,
4294963494,4294967098,10678,4294967127,1281,4294965796,
4294963372,4294967145,10583,4294967127,1281,4294965796,
4294963184,4294967207,10574,4294967127,1300,4294965796,
4294963018,4294967237,10588,4294967126,1391,4294965796,
4294962868,4294967273,10703,4294967109,1490,4294965796,
4294962653,0,10878,4294967073,1569,4294965789,
4294962472,40,10966,4294967048,1622,4294965784,
4294962472,40,11115,4294967056,1651,4294965769,
4294962472,40,11504,4294967205,1689,4294965753,
4294962472,40,11503,29,1680,4294965738,
4294962478,40,11480,135,1654,4294965692,
4294962478,39,11431,229,1630,4294965665,
4294962479,32,11430,326,1608,4294965616,
4294962479,32,11418,422,1586,4294965586,
4294962480,32,11306,533,1559,4294965558,
4294962566,32,11190,641,1518,4294965519,
4294962677,21,11185,805,1478,4294965482,
4294962759,4294967143,11561,1035,1543,4294965570,
4294962881,4294967143,11628,1125,1541,4294965570,
4294962881,4294967143,11628,1126,1543,4294965570,
4294962881,4294967146,11614,1125,1544,4294965570,
4294962874,4294967151,11508,1124,1583,4294965590,
4294962369,234,11219,1122,1571,4294965592,
4294962369,225,11325,1150,1571,4294965592,
4294962369,223,11390,1157,1605,4294965590,
4294962369,4294967014,12377,1223,2042,4294965590,
4294962369,4294966606,14256,1264,2254,4294965590,
4294962171,4294966555,16162,1097,2632,4294965590,
4294961934,4294966374,17332,1092,2794,4294965590,
4294961686,4294965972,20628,1085,3060,4294965591,
4294961675,4294965940,21366,1059,3110,4294965591,
4294961224,4294965658,22787,955,3515,4294965608,
4294960872,4294965550,24692,734,3879,4294965676,
4294959567,4294965559,26564,108,4482,4294965851,
4294956739,4294966659,30179,4294965585,6288,4294966827,
4294956226,4294966672,31545,4294965381,6529,4294966826,
4294956186,4294966173,33438,4294966093,6644,4294966164,
4294956193,4294965760,34647,4294966347,6631,4294965876,
4294956194,4294965662,34871,4294966480,6596,4294965723,
4294956508,4294965423,34980,4294966603,6418,4294965488,
4294956673,4294965288,35160,4294966725,6399,4294965368,
4294956912,4294965200,35323,4294966848,6399,4294965256,
4294957084,4294965090,35444,4294966972,6390,4294965132,
4294957291,4294964930,35555,4294967128,6351,4294965002,
4294957786,4294964679,35581,39,6172,4294964813,
4294958132,4294964474,35792,297,6105,4294964617,
4294959172,4294963958,36070,768,5772,4294964244,
4294960906,4294962708,36828,1950,4745,4294963149,
4294961759,4294962063,37015,2494,4320,4294962650,
4294961898,4294962060,37087,2583,4309,4294962648,
4294962362,4294961972,36861,2927,4071,4294962649,
4294962376,4294961800,36849,2921,4112,4294962691,
4294962376,4294961803,36937,2857,4242,4294962717,
4294962304,4294961809,37189,2854,4354,4294962718,
4294961974,4294961809,37406,2848,4455,4294962731,
4294961924,4294961809,37510,2847,4535,4294962733,
4294961713,4294961820,37636,2844,4601,4294962733,
4294961569,4294961861,37636,2844,4601,4294962735,
4294961557,4294961943,37635,2867,4612,4294962735,
4294960938,4294962114,38324,2806,5010,4294962734,
4294960844,4294962110,39872,2793,5246,4294962734,
4294960481,4294962114,40631,2793,5272,4294962734,
4294960221,4294962193,40732,2786,5467,4294962734,
4294960220,4294963002,40461,2825,5550,4294962734,
4294959633,4294963295,40163,2824,5695,4294962862,
4294957790,4294963427,40355,2324,6727,4294963056,
0,0,0,0,0,0,
4294967292,0,4294967294,4294967280,4294967288,0,
4294966845,890,4294966418,4294966495,4294966464,53,
4294966204,1987,4294964360,4294966224,4294965955,29,
4294966165,2349,4294961400,4294966642,4294964849,4,
4294966186,2447,4294957853,4294967057,4294964434,4294967275,
4294966219,2447,4294957767,4294967112,4294964401,4294967279,
4294967228,2311,4294957046,752,4294964107,13,
777,2078,4294956306,1403,4294963931,53,
976,2205,4294956145,1300,4294963984,4294967288,
1526,2382,4294955965,1495,4294963946,4294967290,
1542,2729,4294955686,1157,4294964067,4294967214,
546,3344,4294955443,441,4294964248,4294967061,
4294967245,3383,4294955190,482,4294964179,4294967122,
4294967246,3375,4294955057,790,4294964108,4294967154,
4294967252,3369,4294955016,1030,4294964046,4294967196,
4294967253,3276,4294954992,1237,4294963997,4294967222,
4294967246,3270,4294955307,996,4294964047,4294967266,
4294967253,3126,4294955344,1233,4294963983,27,
4294967254,3010,4294955344,1497,4294963923,73,
210,2874,4294955427,1734,4294963864,119,
586,2693,4294955548,2000,4294963800,175,
975,2513,4294955747,2326,4294963710,313,
2289,1506,4294955783,3547,4294963389,682,
4516,4294966979,4294955176,5604,4294962918,1783,
5884,4294965771,4294953353,7038,4294962603,2283,
6333,4294965551,4294952289,7402,4294962529,2301,
6333,4294965551,4294951894,7402,4294962528,2387,
6348,4294965559,4294951393,7402,4294962528,2460,
6348,4294965560,4294951184,7415,4294962525,2518,
6348,4294965606,4294950810,7500,4294962503,2569,
6340,4294966493,4294949701,7727,4294962465,2322,
6340,4294966775,4294949303,7734,4294962464,2310,
6340,4294966775,4294949324,7736,4294962464,2311,
6340,4294966775,4294949316,7745,4294962464,2321,
6334,4294966775,4294949312,7750,4294962464,2374,
6330,4294966775,4294949312,7751,4294962464,2436,
6327,4294966775,4294949322,7753,4294962464,2502,
6327,4294966775,4294949511,7753,4294962464,2588,
6327,4294966775,4294949523,7755,4294962464,2662,
6327,4294966775,4294949579,7767,4294962464,2727,
6114,4294966986,4294949195,7806,4294962465,2715,
6112,4294967042,4294948831,7814,4294962465,2715,
6112,4294967115,4294948418,7819,4294962465,2735,
6112,4294967191,4294947821,7822,4294962465,2825,
6091,4294967281,4294947136,7827,4294962465,2907,
6009,33,4294946646,7832,4294962465,2995,
5970,202,4294945701,7838,4294962465,3096,
5856,463,4294944226,7845,4294962466,3194,
5783,949,4294942025,7854,4294962466,3377,
5783,1216,4294940398,7864,4294962466,3659,
5783,1217,4294939695,7870,4294962466,3795,
5783,1216,4294939553,7875,4294962466,3964,
5783,1217,4294939130,7881,4294962466,4031,
5783,1217,4294938879,7887,4294962466,4097,
5783,1217,4294938836,7890,4294962466,4179,
5783,1217,4294938793,7891,4294962466,4247,
5784,1217,4294938668,7892,4294962466,4295,
5816,1215,4294938234,7891,4294962466,4294,
6970,1153,4294938228,7892,4294962466,4853,
7108,1120,4294938230,7892,4294962466,4985,
7128,1099,4294938239,7892,4294962466,5076,
7160,1086,4294938295,7892,4294962466,5145,
7160,1084,4294938325,7892,4294962466,5205,
7160,1084,4294938324,7892,4294962466,5253,
7160,1084,4294938324,7892,4294962466,5287,
7160,1084,4294938324,7892,4294962466,5317,
7160,1093,4294938308,7892,4294962466,5349,
7160,1093,4294938132,7892,4294962466,5348,
7159,1237,4294937601,7892,4294962466,5347,
6985,1951,4294936687,7892,4294962466,4962,
6479,2040,4294936510,7892,4294962466,4935,
6479,2053,4294936510,7892,4294962466,4935,
6479,2103,4294936489,7892,4294962466,4935,
6479,2103,4294936503,7892,4294962466,4936,
6398,2104,4294936504,7892,4294962466,4935,
6360,2119,4294936505,7892,4294962466,4935,
6339,2156,4294936505,7892,4294962466,4936,
6323,2171,4294936505,7892,4294962466,4939,
6322,2200,4294936505,7892,4294962466,4967,
6322,2201,4294936511,7892,4294962466,5019,
6322,2201,4294936512,7892,4294962466,5039,
6324,2201,4294936514,7725,4294962464,5082,
0,0,0,0,0,0,
0,4294967295,4294967293,4294967285,4294967270,4294967292,
4294966803,906,4294966386,4294966491,4294966336,4294966989,
4294966402,2772,4294964341,4294966258,4294964779,4294966854,
4294966459,4072,4294961246,4294967186,4294963998,4294966775,
4294966762,6045,4294946214,37,4294963954,4294966774,
4294966762,6699,4294945773,37,4294963952,4294966774,
4294966762,6722,4294945710,96,4294963934,4294966768,
356,7593,4294944749,958,4294963774,4294966579,
2173,9407,4294942759,1924,4294964457,4294966463,
3128,10654,4294939854,2280,4294964777,4294966464,
3262,11473,4294937565,2275,4294964153,4294966531,
3262,11429,4294937936,2234,4294963507,4294966602,
3262,11422,4294937889,2289,4294963454,4294966678,
3262,11431,4294937571,2279,4294963453,4294966681,
3262,11472,4294937655,2276,4294963453,4294966683,
3262,11438,4294937846,2269,4294963453,4294966691,
3262,11475,4294937558,2014,4294963716,4294966724,
3260,11459,4294937558,2030,4294963589,4294966743,
3262,11469,4294937954,2102,4294963519,4294966753,
3256,11399,4294938319,2106,4294963493,4294966760,
3255,11399,4294938319,2105,4294963492,4294966772,
3255,11402,4294938316,2100,4294963492,4294966810,
3255,11404,4294938304,2098,4294963492,4294966810,
3255,11407,4294938220,2098,4294963492,4294966810,
3255,11417,4294938081,2099,4294963492,4294966810,
3255,11434,4294937966,2099,4294963492,4294966810,
3255,11448,4294937850,2099,4294963492,4294966810,
3255,11463,4294937729,2099,4294963492,4294966810,
3255,11446,4294937647,2099,4294963492,4294966810,
3255,11450,4294937571,2103,4294963491,4294966809,
3255,11454,4294937571,2126,4294963486,4294966798,
3255,11454,4294937571,2126,4294963486,4294966798,
3255,11454,4294937571,2126,4294963486,4294966798,
3255,11455,4294937571,2126,4294963486,4294966794,
3255,11457,4294937571,2150,4294963481,4294966792,
3255,11458,4294937571,2150,4294963481,4294966790,
3255,11459,4294937571,2150,4294963481,4294966782,
3255,11462,4294937571,2150,4294963481,4294966779,
3255,11467,4294937571,2150,4294963481,4294966778,
3255,11453,4294937571,2148,4294963481,4294966778,
3255,11454,4294937571,2104,4294963492,4294966779,
3094,11409,4294937784,1784,4294963562,4294966954,
2280,11159,4294937537,1140,4294963913,4294967260,
0,0,0,0,0,0,
1,1,4294967292,4294967290,4294967281,0,
4294966901,811,4294966417,4294966796,4294966471,2,
4294966553,1198,4294964554,4294966721,4294966173,4294967285,
4294966553,1403,4294963067,4294966723,4294965985,4294967273,
4294966552,1732,4294961770,4294966676,4294965910,4294967265,
4294966122,2011,4294959667,4294966494,4294965774,4294967244,
4294966122,2010,4294959592,4294966499,4294965748,4294967249,
2387,4294966332,4294956863,1423,4294964196,386,
2820,4294966073,4294956758,1423,4294964194,410,
3037,4294966073,4294956246,1386,4294964192,572,
3048,4294966081,4294955313,1383,4294964167,584,
3048,4294966082,4294954324,1396,4294964139,596,
3048,4294966170,4294953229,1430,4294964109,599,
3056,4294966266,4294952158,1451,4294964078,613,
3371,4294966092,4294951932,1382,4294964090,840,
4185,4294964740,4294952491,1160,4294964134,1326,
4572,4294963910,4294954231,1028,4294964160,1626,
4657,4294963796,4294955244,983,4294964174,1698,
5019,4294963245,4294955932,779,4294964222,1941,
6117,4294961841,4294957534,320,4294964329,2590,
7429,4294959439,4294960163,4294967088,4294964444,3367,
8174,4294957524,4294963822,4294966638,4294964550,3851,
9784,4294954903,1220,4294965570,4294964848,4863,
10766,4294951247,6749,4294964815,4294966266,5423,
12493,4294948356,11665,4294964919,2,5406,
14664,4294946533,15482,4294964561,56,5529,
16065,4294945601,18417,4294963634,4294966405,5946,
17935,4294944102,22058,4294962563,4294966061,6678,
19197,4294941460,26708,4294961675,4294966704,7381,
19927,4294937838,32225,4294961143,1141,8083,
20265,4294934952,37211,4294961074,2106,8133,
25553,4294932339,45942,4294958969,2021,8120,
26696,4294932762,45821,4294958703,2049,8120,
0,0,0,0,0,0,
6,1,4294967287,7,4294967276,4,
539,439,4294966382,804,4294966375,109,
2357,1155,4294964358,1781,4294964484,301,
4301,1266,4294961339,3043,4294963326,372,
4318,2047,4294957301,3368,4294963244,4294967200,
4318,2353,4294952757,4325,4294963018,4294967085,
4308,2415,4294932002,5668,4294963072,127,
4314,1987,4294931939,5609,4294963035,137,
4314,1983,4294932001,5584,4294962994,168,
4314,232,4294933858,4716,4294962946,1317,
4300,4294966054,4294934883,4625,4294962968,1412,
4310,4294964032,4294936587,3955,4294963119,2176,
4311,4294960999,4294939356,3424,4294963234,2685,
4314,4294957908,4294943597,3429,4294963508,2812,
4319,4294956950,4294948346,3508,4294963843,2831,
4322,4294956899,4294952010,3364,4294964086,2861,
4322,4294956899,4294954959,3380,4294964067,2861,
4322,4294956899,4294956873,3380,4294964069,2861,
4322,4294956908,4294957684,3380,4294964098,2860,
0,0,0,0,0,0,
5,4294967295,11,8,2,3,
435,4294966443,895,756,882,258,
828,4294964465,2914,1006,2868,312,
1049,4294961550,5812,1090,5752,4294967055,
1049,4294961550,5812,1090,5752,4294967055,
1049,4294961550,5812,1090,5752,4294967055,
1049,4294961550,5812,1090,5752,4294967055,
1049,4294961550,5812,1090,5752,4294967055,
1049,4294961550,5812,1090,5752,4294967055,
1049,4294961550,5812,1090,5752,4294967055,
